fiscal_year,contracting_agency_name,contracting_office_name,dollars_obligated,funding_office_name,psc_description,psc,vendor_name
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,161.36,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,8222.8,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1699.52,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,264.21,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,56.74,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,401.67,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,763.2,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,446.52,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4.7,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,959.7,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,38104.34,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1519.1,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,215.22,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3707.5,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,115.34,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,224.72,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,53.84,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,28.05,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2279.31,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2021Q2,DEPT OF THE ARMY,USA WATERVLIET ARSENAL,0.0,USA WATERVLIET ARSENAL,FIRE FIGHTING EQUIPMENT,4210,B-LANN EQUIPMENT CO. INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1172.68,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2020Q2,DEFENSE LOGISTICS AGENCY,DLA ENERGY,2166.91,DLA ENERGY,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",9130,"EPIC AVIATION, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,510.66,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,646.3,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,96.44,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,57.36,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,125.11,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,425.91,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,668.26,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4005.41,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2917.7,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,438.0,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,202.65,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,50.08,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,32.33,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,51.92,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,191.5,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,138.55,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,158.32,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,98.01,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,15.61,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,203.01,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,178.88,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,159.54,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,17.52,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,112.68,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,772.71,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,528.28,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,582.4,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,78.2,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,159.58,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4381.7,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,50.08,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,26.05,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,54.58,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,7283.24,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1098.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3490.6,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,354.0,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,SPECIALTY PRODUCE CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,76.78,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3855.6,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,154.54,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,264.0,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,37.35,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,14.94,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1925.71,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,105.12,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,78.84,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,447.04,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,29.42,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,135.27,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,64.93,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,71.26,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3189.34,DLA TROOP SUPPORT,DAIRY FOODS AND EGGS,8910,"SYSCO USA I, INC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,50.8,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,888.72,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,296.24,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,31.16,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,390.0,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,285.6,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,363.9,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,37.56,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,81.75,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,326.01,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6173.31,DLA TROOP SUPPORT,DAIRY FOODS AND EGGS,8910,"SYSCO USA I, INC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,31.24,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,139.54,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1098.73,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,610.96,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,64.22,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,202.64,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,12.68,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,374.05,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,42.39,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3768.37,DLA TROOP SUPPORT,DAIRY FOODS AND EGGS,8910,"SYSCO USA I, INC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,105.32,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,318.57,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,16153.86,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,243.92,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,228.2,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1444.2,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,24.7,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,171.43,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,204.3,DLA TROOP SUPPORT,DAIRY FOODS AND EGGS,8910,"SYSCO USA I, INC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,76.84,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2270.0,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,365.75,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,545.46,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,56.02,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,12.42,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,82.77,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
